S.No.,ACCESSION NO.,ORGANISM NAME,VRL,SPECIES,LENGTH,GEO LOCATION,HOST,COLLECTION DATE
1205,ALJ30166,Orthohantavirus puumalaense,19-10-2015,Orthohantavirus puumalaense,433,France,Myodes glareolus,17-11-2011
1206,ALJ30167,Orthohantavirus puumalaense,19-10-2015,Orthohantavirus puumalaense,433,France,Myodes glareolus,01-07-2010
1207,ALJ30168,Orthohantavirus puumalaense,19-10-2015,Orthohantavirus puumalaense,433,France,Myodes glareolus,02-07-2010
1208,ALJ30169,Orthohantavirus puumalaense,19-10-2015,Orthohantavirus puumalaense,433,France,Myodes glareolus,20-06-2010
1209,ALJ30170,Orthohantavirus puumalaense,19-10-2015,Orthohantavirus puumalaense,433,France,Myodes glareolus,23-06-2010
1210,ALI59817,Orthohantavirus dobravaense,13-10-2015,Orthohantavirus dobravaense,429,Slovenia,Apodemus flavicollis,2015
1211,ALI59820,Orthohantavirus sinnombreense,13-10-2015,Orthohantavirus sinnombreense,428,USA,Peromyscus maniculatus,2015
1212,ALI59823,Orthohantavirus hantanense,13-10-2015,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,2015
1213,ALI59826,Orthohantavirus puumalaense,13-10-2015,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2015
1214,AKO63079,Hantavirus NMAp57,30-09-2015,Hantavirus NMAp57,429,China,Apodemus peninsulae,2008
1215,AKO63080,Hantavirus NMAp117,30-09-2015,Hantavirus NMAp117,429,China,Apodemus peninsulae,2008
1216,AKO63081,Hantavirus NMAa82,30-09-2015,Hantavirus NMAa82,429,China,Apodemus agrarius,2008
1217,ALD61435,Orthohantavirus negraense,15-09-2015,Orthohantavirus negraense,428,Brazil: Mato Grosso State,Calomys callidus,2010
1218,AIZ66331,Orthohantavirus caobangense,31-08-2015,Orthohantavirus caobangense,428,China,Anourosorex squamipes,26-04-2006
1219,AHJ38537,Necocli virus,29-08-2015,Orthohantavirus necocliense,428,Colombia: Antioquia,Zygodontomys brevicauda,07-02-2011
1220,AKZ66272,Orthohantavirus seoulense,23-08-2015,Orthohantavirus seoulense,429,China: Jiangxi,Rattus norvegicus,2011
1221,AKZ66273,Orthohantavirus seoulense,23-08-2015,Orthohantavirus seoulense,429,China: Jiangxi,Rattus norvegicus,2011
1222,AJG44373,Orthohantavirus seoulense,09-02-2015,Orthohantavirus seoulense,429,China,Suncus murinus,17-12-2013
1223,AJG06110,Orthohantavirus seoulense,07-02-2015,Orthohantavirus seoulense,429,United Kingdom,Rattus norvegicus,2012
1224,AID51415,Jemez Springs virus,31-01-2015,Jemez Springs virus,429,USA,Sorex trowbridgii,27-08-1996
1225,AJC50717,Orthohantavirus puumalaense,11-01-2015,Orthohantavirus puumalaense,433,"Germany: Lower Saxony, District Osnabruck, Astrup",Myodes glareolus,23-08-2007
1226,AIY59478,Seewis virus,31-12-2014,Seewis orhtohantavirus,429,Finland,Sorex araneus,2010-08
1227,AIY59479,Seewis virus,31-12-2014,Seewis orhtohantavirus,429,Finland,Sorex araneus,2009-06
1228,AIY59482,Seewis virus,31-12-2014,Seewis orhtohantavirus,429,Finland,Sorex araneus,2012-11
1229,AIY59483,Seewis virus,31-12-2014,Seewis orhtohantavirus,429,Finland,Sorex araneus,2012-08
1230,AIY59484,Seewis virus,31-12-2014,Seewis orhtohantavirus,429,Finland,Sorex araneus,2010-08
1231,AIY59485,Orthohantavirus asikkalaense,31-12-2014,Orthohantavirus asikkalaense,429,Finland,Sorex minutus,2005-10
1232,AJA30434,Choclo virus,23-12-2014,Orthohantavirus chocloense,428,Panama,Homo sapiens,19-07-2014
1233,AIY68288,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1234,AIY68289,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1235,AIY68290,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1236,AIY68291,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1237,AIY68292,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1238,AIY68293,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1239,AIY68294,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1240,AIY68295,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1241,AIY68296,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1242,AIY68297,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1243,AIY68298,Adler hantavirus,08-12-2014,Orthohantavirus tulaense,431,Russia,Microtus majori,
1244,AIU36145,Orthohantavirus seoulense,27-10-2014,Orthohantavirus seoulense,429,"USA: New York, New York City",Rattus norvegicus,30-06-2013
1245,AIU36146,Orthohantavirus seoulense,27-10-2014,Orthohantavirus seoulense,429,"USA: New York, New York City",Rattus norvegicus,30-06-2013
1246,AIU36147,Orthohantavirus seoulense,27-10-2014,Orthohantavirus seoulense,429,"USA: New York, New York City",Rattus norvegicus,30-06-2013
1247,AIU36148,Orthohantavirus seoulense,27-10-2014,Orthohantavirus seoulense,429,"USA: New York, New York City",Rattus norvegicus,03-06-2013
1248,AIT52934,Orthohantavirus hantanense,19-10-2014,Orthohantavirus hantanense,429,China,Homo sapiens,15-02-2008
1249,AFR46656,Maripa hantavirus,14-10-2014,Orthohantavirus negraense,428,French Guiana,Oligoryzomys fulvescens,09-01-2010
1250,AIL25305,Kenkeme virus,30-08-2014,Orthohantavirus kenkemeense,429,China,Sorex roboratus,2011
1251,AIL25306,Orthohantavirus khabarovskense,30-08-2014,Orthohantavirus khabarovskense,433,China,Microtus maximowiczii,2011
1252,AIL25307,Orthohantavirus khabarovskense,30-08-2014,Orthohantavirus khabarovskense,433,China,Microtus maximowiczii,2011
1253,AIL25308,Orthohantavirus khabarovskense,30-08-2014,Orthohantavirus khabarovskense,433,China,Microtus maximowiczii,2011
1254,AIL25309,Orthohantavirus khabarovskense,30-08-2014,Orthohantavirus khabarovskense,433,China,Microtus maximowiczii,2011
1255,AIL25310,Orthohantavirus khabarovskense,30-08-2014,Orthohantavirus khabarovskense,433,China,Microtus maximowiczii,2011
1256,AIL25311,Orthohantavirus hantanense,30-08-2014,Orthohantavirus hantanense,429,China,Apodemus agrarius,2011
1257,AIL25312,Orthohantavirus hantanense,30-08-2014,Orthohantavirus hantanense,429,China,Apodemus agrarius,2011
1258,AIL25313,Orthohantavirus hantanense,30-08-2014,Orthohantavirus hantanense,429,China,Apodemus agrarius,2011
1259,AII00854,Jemez Springs virus,03-08-2014,Jemez Springs virus,429,Canada,Sorex palustris,03-07-2005
1260,AII00856,Jemez Springs virus,03-08-2014,Jemez Springs virus,429,USA,Sorex vagrans,10-05-2003
1261,AHL17985,Maripa hantavirus,02-07-2014,Orthohantavirus negraense,428,French Guiana,Homo sapiens,01-09-2008
1262,AID54674,Amga virus,24-06-2014,Amga orthohantavirus,429,Japan: Hokkaido,Sorex caecutiens,25-08-2010
1263,AIA08877,Orthohantavirus sinnombreense,26-05-2014,Orthohantavirus sinnombreense,428,USA,,
1264,AIA08880,Orthohantavirus sinnombreense,26-05-2014,Orthohantavirus sinnombreense,428,USA,,
1265,AHK05675,Juquitiba virus,01-03-2014,Juquitiba virus,428,Brazil: Mato Grosso do Sul,Oligoryzomys fornesi,2008
1266,AHK05676,Juquitiba virus,01-03-2014,Juquitiba virus,428,Brazil: Mato Grosso do Sul,Oligoryzomys fornesi,2008
1267,AGQ51396,Orthohantavirus hantanense,28-02-2014,Orthohantavirus hantanense,429,China,Homo sapiens,2011
1268,AGQ51397,Orthohantavirus hantanense,28-02-2014,Orthohantavirus hantanense,429,China,Homo sapiens,2011
1269,AGQ51398,Orthohantavirus hantanense,28-02-2014,Orthohantavirus hantanense,429,China,Homo sapiens,2011
1270,AGQ51399,Orthohantavirus hantanense,28-02-2014,Orthohantavirus hantanense,429,China,Homo sapiens,2011
1271,AGQ51400,Orthohantavirus hantanense,28-02-2014,Orthohantavirus hantanense,429,China,Homo sapiens,2011
1272,AGQ51401,Orthohantavirus hantanense,28-02-2014,Orthohantavirus hantanense,429,China,Homo sapiens,2012
1273,AGQ51402,Orthohantavirus hantanense,28-02-2014,Orthohantavirus hantanense,429,China,Homo sapiens,2012
1274,AHA83429,Anjozorobe virus,31-01-2014,Orthohantavirus thailandense,429,Madagascar: Anjozorobe district,Rattus rattus,11-03-2009
1275,AHA83430,Anjozorobe virus,31-01-2014,Orthohantavirus thailandense,429,Madagascar: Anjozorobe district,Rattus rattus,01-10-2008
1276,AHA83431,Anjozorobe virus,31-01-2014,Orthohantavirus thailandense,429,Madagascar: Anjozorobe district,Rattus rattus,03-10-2008
1277,AHA83432,Anjozorobe virus,31-01-2014,Orthohantavirus thailandense,429,Madagascar: Anjozorobe district,Rattus rattus,08-10-2008
1278,AHA83433,Anjozorobe virus,31-01-2014,Orthohantavirus thailandense,429,Madagascar: Anjozorobe district,Eliurus majori,03-10-2008
1279,AHG26763,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Gongzhuling,Rattus norvegicus,16-04-2009
1280,AHG26764,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Gongzhuling,Rattus norvegicus,16-04-2009
1281,AHG26765,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Gongzhuling,Rattus norvegicus,16-04-2009
1282,AHG26766,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Gongzhuling,Rattus norvegicus,16-04-2010
1283,AHG26767,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Gongzhuling,Rattus norvegicus,16-04-2010
1284,AHG26768,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Gongzhuling,Rattus norvegicus,16-04-2010
1285,AHG26769,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Gongzhuling,Apodemus agrarius,16-04-2010
1286,AHG26770,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Gongzhuling,Apodemus agrarius,28-04-2011
1287,AHG26771,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Taonan,Mus musculus,24-04-2011
1288,AHG26772,Orthohantavirus seoulense,20-01-2014,Orthohantavirus seoulense,429,China: Taonan,Mus musculus,24-04-2011
1289,AGE45111,Muju virus,01-01-2014,Orthohantavirus puumalaense,433,South Korea,Myodes regulus,22-04-2011
1290,AGE47779,Muju virus,01-01-2014,Orthohantavirus puumalaense,433,South Korea,Myodes regulus,22-04-2011
1291,AGE47782,Muju virus,01-01-2014,Orthohantavirus puumalaense,433,South Korea,Myodes regulus,22-04-2011
1292,AHB17737,Rio Mamore hantavirus,01-12-2013,Rio Mamore hantavirus,428,Brazil,Homo sapiens,06-06-2011
1293,AGZ59811,Orthohantavirus seoulense,06-11-2013,Orthohantavirus seoulense,429,France,Rattus norvegicus,20-12-2011
1294,AGW23847,Bowe virus,31-10-2013,Orthohantavirus boweense,431,Guinea,Crocidura douceti,20-02-2012
1295,AGC96878,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1296,AGC96879,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1297,AGC96880,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1298,AGC96881,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1299,AGC96882,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1300,AGC96883,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1301,AGC96884,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1302,AGC96885,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1303,AGC96886,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1304,AGC96887,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1305,AGC96888,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1306,AGC96889,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1307,AGC96890,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1308,AGC96891,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1309,AGC96892,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1310,AGC96893,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1311,AGC96894,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1312,AGC96895,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1313,AGC96896,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2008
1314,AGC96897,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1315,AGC96898,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1316,AGC96899,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1317,AGC96900,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1318,AGC96901,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1319,AGC96902,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1320,AGC96903,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1321,AGC96904,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1322,AGC96905,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1323,AGC96906,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1324,AGC96907,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1325,AGC96908,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1326,AGC96909,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1327,AGC96910,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1328,AGC96911,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1329,AGC96912,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1330,AGC96913,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1331,AGC96914,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1332,AGC96915,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1333,AGC96916,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1334,AGC96917,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1335,AGC96918,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1336,AGC96919,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1337,AGC96920,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1338,AGC96921,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1339,AGC96922,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1340,AGC96923,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1341,AGC96924,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1342,AGC96925,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1343,AGC96926,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1344,AGC96927,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1345,AGC96928,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1346,AGC96929,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1347,AGC96930,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1348,AGC96931,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1349,AGC96932,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1350,AGC96933,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1351,AGC96934,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1352,AGC96935,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1353,AGC96936,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1354,AGC96937,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1355,AGC96938,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1356,AGC96939,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1357,AGC96940,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1358,AGC96941,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Apodemus agrarius,2010
1359,AGC96947,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Microtus fortis,2008
1360,AGC96948,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Microtus fortis,2009
1361,AGC96949,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Microtus fortis,2009
1362,AGC96950,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Microtus fortis,2009
1363,AGC96951,Orthohantavirus hantanense,28-10-2013,Orthohantavirus hantanense,429,China,Microtus fortis,2009
1364,AGC96952,Gou virus,28-10-2013,Gou virus,429,China,Rattus flavipectus,2011
1365,AGC96953,Gou virus,28-10-2013,Gou virus,429,China,Rattus flavipectus,2011
1366,AGC96954,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2008
1367,AGC96955,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2008
1368,AGC96956,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2008
1369,AGC96957,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2008
1370,AGC96958,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2009
1371,AGC96959,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2009
1372,AGC96960,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2009
1373,AGC96961,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2009
1374,AGC96962,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2009
1375,AGC96963,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1376,AGC96964,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1377,AGC96965,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1378,AGC96966,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1379,AGC96967,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1380,AGC96968,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1381,AGC96969,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1382,AGC96970,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1383,AGC96971,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1384,AGC96972,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1385,AGC96973,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1386,AGC96974,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
1387,AGC96975,Gou virus,28-10-2013,Gou virus,429,China,Rattus norvegicus,2011
